"DOC_ID","CATEGORY","TITLE","CONTENT","REGION","PORT_CODE","TO_VARCHAR(EFFECTIVE_DATE, 'YYYY-MM-DD')","TO_VARCHAR(EXPIRY_DATE, 'YYYY-MM-DD')","TAGS"
"DOC-0011","POLICY","Euro-Med Shipping Hazardous Cargo Surcharge Schedule — Europe-Mediterranean","Euro-Med Shipping Hazardous Cargo Surcharge Schedule for Europe-Mediterranean Routes

Effective Date: January 1, 2026

IMDG CLASS SURCHARGES (per TEU, EUR):
- Class 1 (Explosives): Not accepted on Euro-Med Shipping vessels.
- Class 2.1 (Flammable Gas): EUR 350
- Class 2.2 (Non-flammable Gas): EUR 250
- Class 3 (Flammable Liquid): EUR 300
- Class 4.1 (Flammable Solid): EUR 300
- Class 4.2 (Spontaneous Combustion): EUR 400
- Class 4.3 (Dangerous When Wet): EUR 400
- Class 5.1 (Oxidizing): EUR 350
- Class 5.2 (Organic Peroxide): EUR 500
- Class 6.1 (Toxic): EUR 350
- Class 6.2 (Infectious): EUR 500
- Class 7 (Radioactive): By special arrangement only.
- Class 8 (Corrosive): EUR 300
- Class 9 (Miscellaneous): EUR 200

STOWAGE SURCHARGES:
On-deck stowage mandatory for classes 2.1, 4.2, 5.2: additional EUR 150 per TEU.
Under-deck stowage available for classes 3, 6.1, 8: additional EUR 100 per TEU.

DOCUMENTATION REQUIREMENTS:
- IMDG Dangerous Goods Declaration (multimodal form)
- Material Safety Data Sheet (MSDS)
- Container packing certificate
- All documents must be submitted 72 hours before vessel cut-off.

NON-COMPLIANCE:
Undeclared or misdeclared dangerous goods will be refused loading. The shipper will bear all costs including handling, storage, re-routing, and penalties up to EUR 25,000 per incident.","GLOBAL","\N","2025-12-12","\N","hazardous,dangerous goods,IMDG,surcharge,DG"
"DOC-0012","POLICY","Euro-Med Shipping VGM (Verified Gross Mass) Policy","Euro-Med Shipping Verified Gross Mass (VGM) Policy

Effective Date: January 1, 2026

1. REGULATORY REQUIREMENT
In accordance with SOLAS Chapter VI, Regulation 2, all packed containers must have a verified gross mass (VGM) before vessel loading. Euro-Med Shipping will not load any container without a confirmed VGM.

2. VGM SUBMISSION METHODS
- Method 1: Weighing the packed container using calibrated equipment.
- Method 2: Weighing all cargo, packaging, and dunnage, then adding the container tare weight.

3. SUBMISSION CHANNELS
VGM must be submitted via one of the following:
- MyShipping portal (preferred)
- EDI (VERMAS message)
- Email to vgm@carrier-ops.com with vessel name, voyage, container number, and VGM.

4. CUT-OFF TIMES
VGM must be received at least 24 hours before the published vessel cut-off time. Late VGM submissions will result in the container being rolled to the next available vessel.

5. TOLERANCE
A tolerance of +/- 5% between the declared VGM and terminal weigh-bridge reading is accepted. Discrepancies exceeding 5% will trigger a re-weigh at the shipper's expense (EUR 150 per container).

6. PENALTIES
Containers loaded without valid VGM (in violation of this policy) will incur a penalty of EUR 500 per container, plus any regulatory fines imposed by port authorities.","GLOBAL","\N","2025-12-07","\N","VGM,SOLAS,weighing,compliance,regulation"
"DOC-0013","POLICY","Euro-Med Shipping Data Privacy and Shipment Tracking Policy","Euro-Med Shipping Data Privacy and Shipment Tracking Policy

Effective Date: January 1, 2026

1. TRACKING DATA
Euro-Med Shipping provides shipment tracking data through MyShipping portal, API, and customer service channels. Tracking data includes vessel name, voyage number, container status, port of loading/discharge, and estimated arrival times.

2. DATA ACCESS
Tracking data is available to the booking party, consignee (upon Bill of Lading reference), and authorized third parties designated by the shipper. API access requires registration and authentication via API key.

3. DATA RETENTION
Shipment tracking data is retained for 24 months after final delivery. Historical data beyond 24 months is available upon written request and may incur a data retrieval fee of EUR 50 per request.

4. GDPR COMPLIANCE
Euro-Med Shipping processes personal data in accordance with the EU General Data Protection Regulation (GDPR). Personal data associated with shipments (contact names, email addresses, phone numbers) is used solely for shipment execution and customer communication.

5. IOT AND SENSOR DATA
Containers equipped with TRAXENS IoT devices collect location, temperature, humidity, and shock data. This data is owned by Euro-Med Shipping and shared with the booking party for the duration of the shipment. IoT data is retained for 12 months.

6. THIRD-PARTY SHARING
Euro-Med Shipping may share shipment data with port authorities, customs agencies, and terminal operators as required by law or for operational purposes. No shipment data is shared with commercial third parties without written consent.","GLOBAL","\N","2025-12-15","\N","privacy,tracking,GDPR,data,IoT"
"DOC-0014","POLICY","Euro-Med Shipping Environmental Surcharge and Carbon Offset Program","Euro-Med Shipping Environmental Surcharge and Carbon Offset Program

Effective Date: January 1, 2026

1. ENVIRONMENTAL FUEL SURCHARGE (EFS)
Euro-Med Shipping applies an Environmental Fuel Surcharge to cover the cost of low-sulfur compliant fuels as required by IMO 2020 regulations.

EFS RATES (Europe-Mediterranean):
- 20GP: EUR 85 per container
- 40GP/40HC: EUR 170 per container
- Reefer: EUR 210 per container

EFS rates are reviewed quarterly and published on the Euro-Med Shipping website.

2. CARBON OFFSET PROGRAM (ACT WITH Euro-Med Shipping)
Euro-Med Shipping offers a voluntary carbon offset program. For each shipment, an estimated CO2 emission is calculated based on distance, vessel efficiency, and cargo weight.

CO2 ESTIMATES (Europe-Mediterranean):
- Average: 35g CO2 per TEU-km
- Euro-Med Shipping LNG-powered vessels: 20g CO2 per TEU-km (approximately 40% reduction)

OFFSET OPTIONS:
- Standard offset: EUR 8 per ton of CO2 — invested in certified reforestation projects.
- Premium offset: EUR 15 per ton of CO2 — invested in marine ecosystem restoration.

3. EMISSION REPORTING
Customers can request a CO2 emission report for their shipments via the MyShipping portal. Reports follow the GLEC Framework methodology and can be used for Scope 3 emissions reporting.","GLOBAL","\N","2025-12-28","\N","environment,carbon,emissions,surcharge,sustainability"
"DOC-0015","BULLETIN","Port Congestion Advisory — Piraeus","TRADE LANE BULLETIN: Port Congestion Advisory

Port: Piraeus, Greece
Port Code: GRPIR
Issue Date: February 11, 2026
Severity: HIGH

SITUATION:
Piraeus is currently experiencing significant congestion due to increased transshipment volumes and labor shortages. Average vessel waiting time has increased to 3 days compared to the normal 0.5 day turnaround.

IMPACT ON Euro-Med Shipping SERVICES:
- Vessels calling at Piraeus may experience berthing delays of 48 hours.
- Container dwell times have increased by approximately 4 days.
- Estimated return to normal operations: late March 2026.

CUSTOMER IMPACT:
- Shipments with Piraeus as port of discharge may experience delivery delays of 5 days.
- Transshipment cargo routed through Piraeus may be diverted to ITGIT if delays exceed 7 days.

RECOMMENDED ACTIONS:
1. Check shipment status regularly via MyShipping portal.
2. Plan for potential delays in supply chain scheduling.
3. Contact your Euro-Med Shipping account manager for shipment-specific updates.
4. Consider alternative routing via ITGIT for time-sensitive cargo.

Demurrage/detention free time extensions of 2 days will be automatically applied to affected shipments.

This bulletin supersedes any previous congestion advisory for Piraeus. Next update will be issued within 7 days or when conditions change significantly.","Eastern Mediterranean","GRPIR","2026-04-07","2026-06-10","congestion,delay,advisory,port,piraeus"
"DOC-0016","BULLETIN","Port Congestion Advisory — Valencia","TRADE LANE BULLETIN: Port Congestion Advisory

Port: Valencia, Spain
Port Code: ESVLC
Issue Date: March 28, 2026
Severity: MODERATE

SITUATION:
Valencia is currently experiencing moderate congestion due to post-holiday cargo surge and truck driver shortage. Average vessel waiting time has increased to 2 days compared to the normal 0.5 day turnaround.

IMPACT ON Euro-Med Shipping SERVICES:
- Vessels calling at Valencia may experience berthing delays of 24 hours.
- Container dwell times have increased by approximately 2 days.
- Estimated return to normal operations: mid-February 2026.

CUSTOMER IMPACT:
- Shipments with Valencia as port of discharge may experience delivery delays of 3 days.
- Transshipment cargo routed through Valencia may be diverted to ESALG if delays exceed 5 days.

RECOMMENDED ACTIONS:
1. Check shipment status regularly via MyShipping portal.
2. Plan for potential delays in supply chain scheduling.
3. Contact your Euro-Med Shipping account manager for shipment-specific updates.
4. Consider alternative routing via ESALG for time-sensitive cargo.

Demurrage/detention free time extensions of 1 days will be automatically applied to affected shipments.

This bulletin supersedes any previous congestion advisory for Valencia. Next update will be issued within 7 days or when conditions change significantly.","Mediterranean","ESVLC","2026-03-28","2026-04-29","congestion,delay,advisory,port,valencia"
"DOC-0017","BULLETIN","Port Congestion Advisory — Port Said","TRADE LANE BULLETIN: Port Congestion Advisory

Port: Port Said, Egypt
Port Code: EGPSD
Issue Date: February 24, 2026
Severity: HIGH

SITUATION:
Port Said is currently experiencing significant congestion due to Suez Canal traffic management adjustments. Average vessel waiting time has increased to 4 days compared to the normal 0.5 day turnaround.

IMPACT ON Euro-Med Shipping SERVICES:
- Vessels calling at Port Said may experience berthing delays of 72 hours.
- Container dwell times have increased by approximately 5 days.
- Estimated return to normal operations: April 2026 pending canal authority schedule.

CUSTOMER IMPACT:
- Shipments with Port Said as port of discharge may experience delivery delays of 6 days.
- Transshipment cargo routed through Port Said may be diverted to GRPIR if delays exceed 8 days.

RECOMMENDED ACTIONS:
1. Check shipment status regularly via MyShipping portal.
2. Plan for potential delays in supply chain scheduling.
3. Contact your Euro-Med Shipping account manager for shipment-specific updates.
4. Consider alternative routing via GRPIR for time-sensitive cargo.

Demurrage/detention free time extensions of 3 days will be automatically applied to affected shipments.

This bulletin supersedes any previous congestion advisory for Port Said. Next update will be issued within 7 days or when conditions change significantly.","Eastern Mediterranean","EGPSD","2026-02-06","2026-03-09","congestion,delay,advisory,port,port said"
"DOC-0018","BULLETIN","Port Congestion Advisory — Istanbul","TRADE LANE BULLETIN: Port Congestion Advisory

Port: Istanbul, Turkey
Port Code: TRIST
Issue Date: February 11, 2026
Severity: MODERATE

SITUATION:
Istanbul is currently experiencing moderate congestion due to strait navigation restrictions and terminal equipment maintenance. Average vessel waiting time has increased to 2 days compared to the normal 0.5 day turnaround.

IMPACT ON Euro-Med Shipping SERVICES:
- Vessels calling at Istanbul may experience berthing delays of 36 hours.
- Container dwell times have increased by approximately 3 days.
- Estimated return to normal operations: within 14 days.

CUSTOMER IMPACT:
- Shipments with Istanbul as port of discharge may experience delivery delays of 4 days.
- Transshipment cargo routed through Istanbul may be diverted to GRPIR if delays exceed 5 days.

RECOMMENDED ACTIONS:
1. Check shipment status regularly via MyShipping portal.
2. Plan for potential delays in supply chain scheduling.
3. Contact your Euro-Med Shipping account manager for shipment-specific updates.
4. Consider alternative routing via GRPIR for time-sensitive cargo.

Demurrage/detention free time extensions of 2 days will be automatically applied to affected shipments.

This bulletin supersedes any previous congestion advisory for Istanbul. Next update will be issued within 7 days or when conditions change significantly.","Eastern Mediterranean","TRIST","2026-02-02","2026-04-28","congestion,delay,advisory,port,istanbul"
"DOC-0019","BULLETIN","Port Congestion Advisory — Hamburg","TRADE LANE BULLETIN: Port Congestion Advisory

Port: Hamburg, Germany
Port Code: DEHAM
Issue Date: April 08, 2026
Severity: LOW

SITUATION:
Hamburg is currently experiencing minor congestion due to seasonal fog and reduced tug availability. Average vessel waiting time has increased to 1 days compared to the normal 0.5 day turnaround.

IMPACT ON Euro-Med Shipping SERVICES:
- Vessels calling at Hamburg may experience berthing delays of 12 hours.
- Container dwell times have increased by approximately 1 days.
- Estimated return to normal operations: within 7 days.

CUSTOMER IMPACT:
- Shipments with Hamburg as port of discharge may experience delivery delays of 2 days.
- Transshipment cargo routed through Hamburg may be diverted to BEANR if delays exceed 3 days.

RECOMMENDED ACTIONS:
1. Check shipment status regularly via MyShipping portal.
2. Plan for potential delays in supply chain scheduling.
3. Contact your Euro-Med Shipping account manager for shipment-specific updates.
4. Consider alternative routing via BEANR for time-sensitive cargo.

Demurrage/detention free time extensions of 1 days will be automatically applied to affected shipments.

This bulletin supersedes any previous congestion advisory for Hamburg. Next update will be issued within 7 days or when conditions change significantly.","North Europe","DEHAM","2026-04-17","2026-06-03","congestion,delay,advisory,port,hamburg"
"DOC-0020","BULLETIN","Weather Advisory — Western Mediterranean Sea Routes","TRADE LANE BULLETIN: Weather Advisory

Region: Western Mediterranean
Issue Date: February 10, 2026
Valid Until: February 17, 2026
Severity: MODERATE

WEATHER CONDITIONS:
A deep low-pressure system is moving across the western Mediterranean bringing sustained winds of 40-60 km/h and wave heights of 3-5 meters. The Balearic Sea and Gulf of Lion are most affected.

AFFECTED ROUTES:
Marseille-Valencia, Marseille-Algeciras, Genoa-Tanger Med, Marseille-Tanger Med

IMPACT ON Euro-Med Shipping SERVICES:
- Vessels operating in the Western Mediterranean may reduce speed for safety, resulting in transit time increases of 1 days.
- Port operations at exposed terminals may be suspended during peak weather conditions.
- Container handling at open-air terminals may be restricted during high winds (>50 km/h).

VESSEL SAFETY MEASURES:
Euro-Med Shipping vessels will implement the following safety protocols:
- Reduced speed in affected areas.
- Route deviation to avoid worst conditions where possible.
- Additional cargo lashing inspections.
- Reefer monitoring frequency increased to every 2 hours.

CUSTOMER ADVISORY:
Customers with time-sensitive cargo on affected routes should contact their Euro-Med Shipping representative for updated ETAs. No additional charges will apply for weather-related diversions or delays.

This advisory will be updated daily until conditions improve.","Western Mediterranean","\N","2026-04-29","2026-07-06","weather,storm,advisory,safety,western-mediterranean"
"DOC-0021","BULLETIN","Weather Advisory — Eastern Mediterranean Sea Routes","TRADE LANE BULLETIN: Weather Advisory

Region: Eastern Mediterranean
Issue Date: March 5, 2026
Valid Until: March 12, 2026
Severity: HIGH

WEATHER CONDITIONS:
An intense Medicane (Mediterranean hurricane) is forecast to develop near Crete with sustained winds up to 90 km/h and wave heights exceeding 6 meters. All eastern Mediterranean routes are affected.

AFFECTED ROUTES:
Piraeus-Port Said, Piraeus-Haifa, Istanbul-Piraeus, Marsaxlokk-Piraeus

IMPACT ON Euro-Med Shipping SERVICES:
- Vessels operating in the Eastern Mediterranean may reduce speed for safety, resulting in transit time increases of 2 days.
- Port operations at exposed terminals may be suspended during peak weather conditions.
- Container handling at open-air terminals may be restricted during high winds (>50 km/h).

VESSEL SAFETY MEASURES:
Euro-Med Shipping vessels will implement the following safety protocols:
- Reduced speed in affected areas.
- Route deviation to avoid worst conditions where possible.
- Additional cargo lashing inspections.
- Reefer monitoring frequency increased to every 2 hours.

CUSTOMER ADVISORY:
Customers with time-sensitive cargo on affected routes should contact their Euro-Med Shipping representative for updated ETAs. No additional charges will apply for weather-related diversions or delays.

This advisory will be updated daily until conditions improve.","Eastern Mediterranean","\N","2026-04-29","2026-07-03","weather,storm,advisory,safety,eastern-mediterranean"
"DOC-0022","BULLETIN","Weather Advisory — Strait of Gibraltar Sea Routes","TRADE LANE BULLETIN: Weather Advisory

Region: Strait of Gibraltar
Issue Date: January 22, 2026
Valid Until: January 25, 2026
Severity: LOW

WEATHER CONDITIONS:
Dense fog conditions expected in the Strait of Gibraltar area reducing visibility below 1 nautical mile. Vessel traffic management may impose speed restrictions.

AFFECTED ROUTES:
Algeciras-Tanger Med, all transits through Strait of Gibraltar

IMPACT ON Euro-Med Shipping SERVICES:
- Vessels operating in the Strait of Gibraltar may reduce speed for safety, resulting in transit time increases of 1 days.
- Port operations at exposed terminals may be suspended during peak weather conditions.
- Container handling at open-air terminals may be restricted during high winds (>50 km/h).

VESSEL SAFETY MEASURES:
Euro-Med Shipping vessels will implement the following safety protocols:
- Reduced speed in affected areas.
- Route deviation to avoid worst conditions where possible.
- Additional cargo lashing inspections.
- Reefer monitoring frequency increased to every 2 hours.

CUSTOMER ADVISORY:
Customers with time-sensitive cargo on affected routes should contact their Euro-Med Shipping representative for updated ETAs. No additional charges will apply for weather-related diversions or delays.

This advisory will be updated daily until conditions improve.","Strait of Gibraltar","\N","2026-03-03","2026-04-14","weather,storm,advisory,safety,strait-of-gibraltar"
"DOC-0023","BULLETIN","Weather Advisory — Adriatic and Ionian Sea Sea Routes","TRADE LANE BULLETIN: Weather Advisory

Region: Adriatic and Ionian Sea
Issue Date: April 8, 2026
Valid Until: April 14, 2026
Severity: MODERATE

WEATHER CONDITIONS:
A Sirocco wind event bringing sustained southerly winds of 45-65 km/h across the Adriatic and Ionian seas. Sand dust from North Africa may affect visibility.

AFFECTED ROUTES:
Genoa-Piraeus, Gioia Tauro-Piraeus, Genoa-Istanbul

IMPACT ON Euro-Med Shipping SERVICES:
- Vessels operating in the Adriatic and Ionian Sea may reduce speed for safety, resulting in transit time increases of 2 days.
- Port operations at exposed terminals may be suspended during peak weather conditions.
- Container handling at open-air terminals may be restricted during high winds (>50 km/h).

VESSEL SAFETY MEASURES:
Euro-Med Shipping vessels will implement the following safety protocols:
- Reduced speed in affected areas.
- Route deviation to avoid worst conditions where possible.
- Additional cargo lashing inspections.
- Reefer monitoring frequency increased to every 2 hours.

CUSTOMER ADVISORY:
Customers with time-sensitive cargo on affected routes should contact their Euro-Med Shipping representative for updated ETAs. No additional charges will apply for weather-related diversions or delays.

This advisory will be updated daily until conditions improve.","Adriatic and Ionian Sea","\N","2026-01-05","2026-03-25","weather,storm,advisory,safety,adriatic-and-ionian-sea"
"DOC-0024","BULLETIN","Weather Advisory — North Sea and English Channel Sea Routes","TRADE LANE BULLETIN: Weather Advisory

Region: North Sea and English Channel
Issue Date: December 15, 2025
Valid Until: December 20, 2025
Severity: HIGH

WEATHER CONDITIONS:
A major Atlantic storm system is crossing northern Europe with sustained winds of 70-90 km/h. Wave heights in the North Sea expected to reach 7-9 meters. All North European port operations may be affected.

AFFECTED ROUTES:
Rotterdam-Hamburg, Rotterdam-Antwerp, Le Havre-Rotterdam, Le Havre-Hamburg

IMPACT ON Euro-Med Shipping SERVICES:
- Vessels operating in the North Sea and English Channel may reduce speed for safety, resulting in transit time increases of 3 days.
- Port operations at exposed terminals may be suspended during peak weather conditions.
- Container handling at open-air terminals may be restricted during high winds (>50 km/h).

VESSEL SAFETY MEASURES:
Euro-Med Shipping vessels will implement the following safety protocols:
- Reduced speed in affected areas.
- Route deviation to avoid worst conditions where possible.
- Additional cargo lashing inspections.
- Reefer monitoring frequency increased to every 2 hours.

CUSTOMER ADVISORY:
Customers with time-sensitive cargo on affected routes should contact their Euro-Med Shipping representative for updated ETAs. No additional charges will apply for weather-related diversions or delays.

This advisory will be updated daily until conditions improve.","North Sea and English Channel","\N","2026-04-06","2026-05-01","weather,storm,advisory,safety,north-sea-and-english-channel"
"DOC-0025","BULLETIN","Schedule Change Notice — MEDEX Service","TRADE LANE BULLETIN: Schedule Change Notice

Service: MEDEX
Effective: March 1, 2026
Type: Temporary port omission

SCHEDULE MODIFICATION:
The MEDEX service will temporarily omit the call at Marsaxlokk (Malta) for 4 consecutive voyages due to terminal maintenance.

AFFECTED PORT ROTATION:
Rotterdam - Antwerp - Marseille - [Marsaxlokk omitted] - Gioia Tauro - Piraeus - Istanbul

REASON FOR CHANGE:
Terminal maintenance at Malta Freeport Terminal (berth reinforcement project)

IMPACT:
- Booking cut-off dates will be adjusted. Updated cut-offs available on MyShipping.
- Transit times on affected legs may change by 1 days.
- Connecting services at transshipment hubs may be adjusted.

ACTION REQUIRED:
1. Review updated sailing schedule on Euro-Med Shipping website.
2. Confirm booking cut-off dates for upcoming shipments.
3. Contact customer service for bookings already confirmed on affected voyages.

Customers with confirmed bookings on affected voyages will be contacted directly by their Euro-Med Shipping representative with revised shipping instructions.","Europe-Mediterranean","\N","2025-12-13","2026-01-10","schedule,rotation,change,service,medex"
"DOC-0026","BULLETIN","Schedule Change Notice — EUROSAL Service","TRADE LANE BULLETIN: Schedule Change Notice

Service: EUROSAL
Effective: February 15, 2026
Type: Additional port call

SCHEDULE MODIFICATION:
The EUROSAL service will add a call at Bejaia, Algeria starting from voyage 026E.

AFFECTED PORT ROTATION:
Antwerp - Le Havre - Algeciras - Bejaia (NEW) - Valencia - Genoa - Marseille

REASON FOR CHANGE:
Customer demand for direct Algeria coverage

IMPACT:
- Booking cut-off dates will be adjusted. Updated cut-offs available on MyShipping.
- Transit times on affected legs may change by 1 days.
- Connecting services at transshipment hubs may be adjusted.

ACTION REQUIRED:
1. Review updated sailing schedule on Euro-Med Shipping website.
2. Confirm booking cut-off dates for upcoming shipments.
3. Contact customer service for bookings already confirmed on affected voyages.

Customers with confirmed bookings on affected voyages will be contacted directly by their Euro-Med Shipping representative with revised shipping instructions.","Europe-Mediterranean","\N","2026-01-09","2026-02-12","schedule,rotation,change,service,eurosal"
"DOC-0027","BULLETIN","Schedule Change Notice — AEGEAN EXPRESS Service","TRADE LANE BULLETIN: Schedule Change Notice

Service: AEGEAN EXPRESS
Effective: April 1, 2026
Type: Vessel upgrade

SCHEDULE MODIFICATION:
Euro-Med Shipping MEDEA (9,400 TEU) will be replaced by Euro-Med Shipping MARSEILLE (14,000 TEU) on the Aegean Express service, increasing capacity by 49%.

AFFECTED PORT ROTATION:
Hamburg - Rotterdam - Gioia Tauro - Piraeus - Istanbul - Haifa - Port Said

REASON FOR CHANGE:
Capacity increase to meet growing demand on Eastern Mediterranean routes

IMPACT:
- Booking cut-off dates will be adjusted. Updated cut-offs available on MyShipping.
- Transit times on affected legs may change by 0 days.
- Connecting services at transshipment hubs may be adjusted.

ACTION REQUIRED:
1. Review updated sailing schedule on Euro-Med Shipping website.
2. Confirm booking cut-off dates for upcoming shipments.
3. Contact customer service for bookings already confirmed on affected voyages.

Customers with confirmed bookings on affected voyages will be contacted directly by their Euro-Med Shipping representative with revised shipping instructions.","Europe-Mediterranean","\N","2026-03-19","2026-06-17","schedule,rotation,change,service,aegean-express"
"DOC-0028","BULLETIN","Schedule Change Notice — PHOENICIAN Service","TRADE LANE BULLETIN: Schedule Change Notice

Service: PHOENICIAN
Effective: January 10, 2026
Type: Rotation change

SCHEDULE MODIFICATION:
The Phoenician service rotation will be reversed to optimize transit times for eastbound cargo.

AFFECTED PORT ROTATION:
Marseille - Genoa - Gioia Tauro - Piraeus - Beirut - Haifa (reversed from current westbound priority)

REASON FOR CHANGE:
Transit time optimization following customer feedback

IMPACT:
- Booking cut-off dates will be adjusted. Updated cut-offs available on MyShipping.
- Transit times on affected legs may change by -1 days.
- Connecting services at transshipment hubs may be adjusted.

ACTION REQUIRED:
1. Review updated sailing schedule on Euro-Med Shipping website.
2. Confirm booking cut-off dates for upcoming shipments.
3. Contact customer service for bookings already confirmed on affected voyages.

Customers with confirmed bookings on affected voyages will be contacted directly by their Euro-Med Shipping representative with revised shipping instructions.","Europe-Mediterranean","\N","2025-12-17","2026-02-18","schedule,rotation,change,service,phoenician"
"DOC-0029","BULLETIN","Schedule Change Notice — NORTH EUROPE MED Service","TRADE LANE BULLETIN: Schedule Change Notice

Service: NORTH EUROPE MED
Effective: May 1, 2026
Type: Frequency increase

SCHEDULE MODIFICATION:
The North Europe Med service will increase from bi-weekly to weekly frequency starting May 2026.

AFFECTED PORT ROTATION:
Hamburg - Rotterdam - Antwerp - Le Havre - Algeciras - Tanger Med - Valencia - Marseille

REASON FOR CHANGE:
Increased trade volumes on North Europe to Western Mediterranean corridor

IMPACT:
- Booking cut-off dates will be adjusted. Updated cut-offs available on MyShipping.
- Transit times on affected legs may change by 0 days.
- Connecting services at transshipment hubs may be adjusted.

ACTION REQUIRED:
1. Review updated sailing schedule on Euro-Med Shipping website.
2. Confirm booking cut-off dates for upcoming shipments.
3. Contact customer service for bookings already confirmed on affected voyages.

Customers with confirmed bookings on affected voyages will be contacted directly by their Euro-Med Shipping representative with revised shipping instructions.","Europe-Mediterranean","\N","2026-03-08","2026-06-06","schedule,rotation,change,service,north-europe-med"
"DOC-0030","BULLETIN","Customs and Regulatory Update — Turkey","TRADE LANE BULLETIN: Customs and Regulatory Update

Country: Turkey
Port(s): Istanbul
Issue Date: March 15, 2026
Effective: April 1, 2026

REGULATORY CHANGE:
Turkish Customs Authority has introduced mandatory electronic pre-arrival cargo declarations (e-Manifest) for all containerized imports effective April 1, 2026.

REQUIREMENTS:
1. Electronic manifest must be submitted via Turkish Trade Ministry portal 48 hours before vessel arrival.
2. Shipper's tax ID and EORI number must be included in all documentation.
3. Phytosanitary certificates for agricultural products must be digitized.

IMPACT ON SHIPMENTS:
- All import shipments to Turkey will require e-Manifest submission. Paper declarations will no longer be accepted.
- Non-compliant shipments may be held at customs, resulting in additional demurrage and storage charges.
- Processing times may increase by 5 business days during the transition period.

Euro-Med Shipping SUPPORT:
Euro-Med Shipping's documentation team can assist with compliance. Contact docs-trist@carrier-ops.com for guidance.

DEADLINE:
All shipments arriving after April 1, 2026 must comply with the new requirements. Shipments currently in transit are exempt until April 30, 2026.

Customers are advised to review their documentation procedures and update internal systems accordingly.","Eastern Mediterranean","TRIST","2026-03-30","2026-06-19","customs,regulatory,compliance,documentation,turkey"
"DOC-0031","BULLETIN","Customs and Regulatory Update — Egypt","TRADE LANE BULLETIN: Customs and Regulatory Update

Country: Egypt
Port(s): Port Said
Issue Date: February 1, 2026
Effective: March 1, 2026

REGULATORY CHANGE:
Egyptian General Authority for Export and Import Control (GOEIC) has updated import inspection requirements for consumer electronics and textiles.

REQUIREMENTS:
1. Certificate of Conformity from an accredited inspection body required for electronics.
2. Textile imports require updated labeling with Arabic-language care instructions.
3. Advance Cargo Information (ACI) system registration mandatory for all importers.

IMPACT ON SHIPMENTS:
- Consumer electronics and textile shipments may face extended inspection times. Recommend submitting documentation well in advance.
- Non-compliant shipments may be held at customs, resulting in additional demurrage and storage charges.
- Processing times may increase by 7 business days during the transition period.

Euro-Med Shipping SUPPORT:
Euro-Med Shipping's documentation team can assist with compliance. Contact docs-egpsd@carrier-ops.com for guidance.

DEADLINE:
All shipments arriving after March 1, 2026 must comply with the new requirements. Shipments currently in transit are exempt until March 31, 2026.

Customers are advised to review their documentation procedures and update internal systems accordingly.","Eastern Mediterranean","EGPSD","2026-02-03","2026-04-28","customs,regulatory,compliance,documentation,egypt"
"DOC-0032","BULLETIN","Customs and Regulatory Update — Morocco","TRADE LANE BULLETIN: Customs and Regulatory Update

Country: Morocco
Port(s): Tanger Med
Issue Date: April 10, 2026
Effective: May 1, 2026

REGULATORY CHANGE:
Morocco's Administration des Douanes has implemented a new single-window customs clearance platform replacing the legacy BADR system.

REQUIREMENTS:
1. All customs brokers must register on the new PORTNET+ platform by May 1, 2026.
2. Import declarations must use updated HS code classification (2026 revision).
3. Electronic payment of duties via the platform is mandatory.

IMPACT ON SHIPMENTS:
- Initial processing delays of 2-3 days expected during system transition. Euro-Med Shipping recommends building buffer time into supply chains for Morocco-bound cargo.
- Non-compliant shipments may be held at customs, resulting in additional demurrage and storage charges.
- Processing times may increase by 3 business days during the transition period.

Euro-Med Shipping SUPPORT:
Euro-Med Shipping's documentation team can assist with compliance. Contact docs-maptm@carrier-ops.com for guidance.

DEADLINE:
All shipments arriving after May 1, 2026 must comply with the new requirements. Shipments currently in transit are exempt until June 1, 2026.

Customers are advised to review their documentation procedures and update internal systems accordingly.","Mediterranean","MAPTM","2025-12-03","2025-12-31","customs,regulatory,compliance,documentation,morocco"
"DOC-0033","BULLETIN","Customs and Regulatory Update — Greece","TRADE LANE BULLETIN: Customs and Regulatory Update

Country: Greece
Port(s): Piraeus
Issue Date: January 20, 2026
Effective: February 15, 2026

REGULATORY CHANGE:
Hellenic Customs Authority is implementing enhanced security screening for all transshipment cargo passing through Piraeus as an EU external border port.

REQUIREMENTS:
1. All transshipment cargo requires electronic transit declaration (T1/T2) before discharge.
2. Random physical inspections will increase from 5% to 15% of transshipment containers.
3. X-ray scanning mandatory for containers originating from non-EU Mediterranean ports.

IMPACT ON SHIPMENTS:
- Transshipment containers may experience delays of 12-24 hours for security screening. Direct import cargo is less affected.
- Non-compliant shipments may be held at customs, resulting in additional demurrage and storage charges.
- Processing times may increase by 2 business days during the transition period.

Euro-Med Shipping SUPPORT:
Euro-Med Shipping's documentation team can assist with compliance. Contact docs-grpir@carrier-ops.com for guidance.

DEADLINE:
All shipments arriving after February 15, 2026 must comply with the new requirements. Shipments currently in transit are exempt until March 15, 2026.

Customers are advised to review their documentation procedures and update internal systems accordingly.","Eastern Mediterranean","GRPIR","2026-04-17","2026-06-04","customs,regulatory,compliance,documentation,greece"
